Severity,Start_Time,Weather_Condition,Visibility(mi),Precipitation(in),Sunrise_Sunset,Start_Lat,Start_Lng,State
3,2022-10-16 10:00:00,Cloudy,4.34,1.79,Day,25.014709,-103.408981,PA
1,2022-10-16 11:00:00,Thunderstorm,7.86,0.47,Night,35.53562,-112.750355,CA
4,2022-10-16 12:00:00,Thunderstorm,6.26,0.15,Night,27.084908,-69.841552,IL
3,2022-10-16 13:00:00,Thunderstorm,5.2,0.32,Day,38.25699,-86.484628,MI
4,2022-10-16 14:00:00,Rain,9.17,1.67,Day,33.303816,-94.416515,IL
1,2022-10-16 15:00:00,Clear,4.08,0.83,Night,25.680438,-124.426264,PA
3,2022-10-16 16:00:00,Fog,2.59,1.59,Night,36.063382,-118.886553,NC
4,2022-10-16 17:00:00,Cloudy,6.28,1.06,Day,38.694052,-78.479807,NY
4,2022-10-16 18:00:00,Thunderstorm,6.43,0.96,Day,30.943697,-102.005118,TX
2,2022-10-16 19:00:00,Snow,4.67,1.61,Day,43.372286,-122.315901,OH
2,2022-10-16 20:00:00,Clear,5.12,0.85,Night,33.90517,-76.292013,PA
2,2022-10-16 21:00:00,Cloudy,9.62,1.6,Day,42.984316,-107.143885,OH
3,2022-10-16 22:00:00,Cloudy,7.46,0.2,Day,38.896377,-102.208558,OH
1,2022-10-16 23:00:00,Snow,1.55,1.27,Day,45.862074,-67.512225,OH
1,2022-10-17 00:00:00,Snow,2.52,1.41,Night,38.126195,-124.084748,FL
2,2022-10-17 01:00:00,Snow,9.77,1.8,Night,29.455053,-82.441861,PA
2,2022-10-17 02:00:00,Thunderstorm,7.4,0.45,Day,44.742189,-69.015834,CA
2,2022-10-17 03:00:00,Thunderstorm,9.19,1.21,Night,43.792846,-121.232285,IL
4,2022-10-17 04:00:00,Clear,3.39,0.87,Day,48.33654,-73.901456,NY
2,2022-10-17 05:00:00,Snow,7.55,0.77,Day,27.245966,-100.44174,TX
4,2022-10-17 06:00:00,Fog,7.28,0.21,Day,39.189548,-73.198206,FL
1,2022-10-17 07:00:00,Cloudy,3.3,0.27,Night,36.800056,-106.811799,FL
3,2022-10-17 08:00:00,Snow,5.73,1.67,Day,41.100931,-67.022899,CA
3,2022-10-17 09:00:00,Cloudy,6.46,1.5,Night,48.524316,-86.824085,OH
3,2022-10-17 10:00:00,Rain,5.07,0.76,Night,37.77453,-88.001669,MI
3,2022-10-17 11:00:00,Rain,8.36,1.66,Day,41.457727,-77.4517,FL
4,2022-10-17 12:00:00,Snow,8.41,0.16,Night,33.333123,-99.241422,OH
4,2022-10-17 13:00:00,Cloudy,8.58,1.25,Day,32.175292,-109.738492,MI
2,2022-10-17 14:00:00,Rain,8.13,1.74,Day,33.047118,-109.487119,MI
4,2022-10-17 15:00:00,Snow,5.14,1.68,Day,25.926589,-105.494379,NC
2,2022-10-17 16:00:00,Cloudy,4.12,0.75,Day,31.833775,-88.576195,IL
2,2022-10-17 17:00:00,Snow,8.4,1.49,Night,29.150713,-75.535006,GA
3,2022-10-17 18:00:00,Thunderstorm,5.16,0.85,Day,35.978272,-95.524905,CA
4,2022-10-17 19:00:00,Cloudy,2.84,1.68,Day,36.059794,-101.196554,GA
4,2022-10-17 20:00:00,Rain,5.32,1.06,Day,43.365516,-78.162983,GA
2,2022-10-17 21:00:00,Snow,1.85,1.53,Day,37.055,-107.909593,FL
2,2022-10-17 22:00:00,Rain,7.07,0.16,Night,36.113958,-84.346919,IL
1,2022-10-17 23:00:00,Snow,3.69,1.18,Night,30.559031,-118.757492,IL
1,2022-10-18 00:00:00,Clear,2.98,1.1,Day,45.45952,-118.318942,OH
2,2022-10-18 01:00:00,Rain,9.59,1.22,Night,27.184022,-87.000727,FL
1,2022-10-18 02:00:00,Rain,7.88,1.39,Day,48.575103,-120.11772,MI
1,2022-10-18 03:00:00,Fog,7.98,1.84,Day,36.4258,-115.851981,CA
2,2022-10-18 04:00:00,Thunderstorm,6.43,1.57,Day,29.463688,-88.162226,NC
2,2022-10-18 05:00:00,Rain,8.47,0.44,Night,33.503873,-99.145982,IL
4,2022-10-18 06:00:00,Cloudy,7.71,1.65,Day,25.368884,-91.883509,PA
2,2022-10-18 07:00:00,Snow,6.19,0.24,Night,28.996544,-67.360368,TX
2,2022-10-18 08:00:00,Clear,9.63,1.24,Night,33.048156,-87.714299,NY
3,2022-10-18 09:00:00,Cloudy,2.32,1.77,Day,38.305967,-90.139803,PA
4,2022-10-18 10:00:00,Cloudy,9.46,0.2,Night,28.10754,-102.571853,MI
4,2022-10-18 11:00:00,Cloudy,4.31,1.7,Day,41.223119,-87.778222,NY
4,2022-10-18 12:00:00,Cloudy,5.52,1.6,Night,45.262636,-124.233028,MI
3,2022-10-18 13:00:00,Clear,1.67,1.01,Night,38.736151,-92.118105,NY
2,2022-10-18 14:00:00,Fog,5.63,0.62,Night,32.125635,-120.935056,IL
4,2022-10-18 15:00:00,Thunderstorm,6.31,0.81,Night,27.913416,-112.009837,NY
4,2022-10-18 16:00:00,Rain,9.98,1.94,Day,25.372842,-91.775861,NC
1,2022-10-18 17:00:00,Cloudy,9.76,0.4,Day,42.563256,-85.590918,TX
4,2022-10-18 18:00:00,Rain,9.68,1.16,Day,40.083505,-102.297004,PA
2,2022-10-18 19:00:00,Rain,3.81,0.17,Day,36.430802,-100.280185,FL
2,2022-10-18 20:00:00,Cloudy,9.92,0.44,Day,27.447893,-95.616678,GA
1,2022-10-18 21:00:00,Fog,4.83,1.53,Day,29.968604,-80.214598,FL
4,2022-10-18 22:00:00,Rain,8.59,0.61,Day,44.564135,-123.959961,GA
4,2022-10-18 23:00:00,Snow,2.56,1.97,Night,36.516435,-98.622988,GA
4,2022-10-19 00:00:00,Rain,5.31,1.0,Night,48.107989,-124.157858,TX
3,2022-10-19 01:00:00,Thunderstorm,9.68,1.03,Day,48.999332,-106.17063,MI
4,2022-10-19 02:00:00,Cloudy,9.5,0.07,Day,44.216971,-94.328931,OH
2,2022-10-19 03:00:00,Clear,7.0,1.91,Night,31.196407,-120.284762,IL
2,2022-10-19 04:00:00,Rain,8.08,0.35,Night,30.546759,-96.372402,CA
3,2022-10-19 05:00:00,Fog,2.18,1.08,Day,31.087224,-70.45014,TX
3,2022-10-19 06:00:00,Snow,7.36,0.79,Day,48.682842,-84.564802,NY
4,2022-10-19 07:00:00,Snow,6.37,0.83,Night,33.048171,-78.847092,TX
1,2022-10-19 08:00:00,Clear,1.37,1.29,Night,41.954722,-90.755561,PA
3,2022-10-19 09:00:00,Thunderstorm,1.58,1.32,Night,48.016425,-72.11482,FL
3,2022-10-19 10:00:00,Clear,1.53,0.31,Night,44.670308,-116.334712,IL
4,2022-10-19 11:00:00,Thunderstorm,7.38,1.0,Night,39.342491,-98.462624,NC
4,2022-10-19 12:00:00,Rain,1.85,1.58,Day,29.055173,-89.775039,MI
3,2022-10-19 13:00:00,Cloudy,4.94,0.89,Night,29.198518,-73.464955,OH
1,2022-10-19 14:00:00,Fog,3.89,0.33,Day,36.818154,-106.827396,PA
3,2022-10-19 15:00:00,Snow,5.73,0.63,Night,47.846668,-124.933449,CA
4,2022-10-19 16:00:00,Clear,7.21,0.42,Day,46.707849,-67.509567,CA
4,2022-10-19 17:00:00,Fog,7.0,0.25,Day,28.988609,-123.467339,CA
3,2022-10-19 18:00:00,Thunderstorm,5.4,0.76,Day,31.905274,-116.010363,FL
1,2022-10-19 19:00:00,Cloudy,4.91,1.08,Day,39.131472,-100.099267,OH
3,2022-10-19 20:00:00,Snow,4.28,0.15,Day,36.458332,-95.714181,NC
3,2022-10-19 21:00:00,Snow,8.69,1.21,Night,27.864707,-75.766509,IL
4,2022-10-19 22:00:00,Thunderstorm,3.64,1.99,Day,33.863372,-98.578741,OH
1,2022-10-19 23:00:00,Cloudy,2.96,1.93,Night,47.913145,-92.701681,FL
2,2022-10-20 00:00:00,Snow,7.56,1.66,Day,47.834613,-113.200008,GA
1,2022-10-20 01:00:00,Cloudy,3.92,0.53,Night,38.426221,-91.419637,MI
3,2022-10-20 02:00:00,Snow,8.55,0.04,Day,40.246271,-104.445359,IL
3,2022-10-20 03:00:00,Rain,3.61,1.67,Day,30.325751,-119.174795,FL
3,2022-10-20 04:00:00,Thunderstorm,7.17,0.11,Night,42.806865,-69.158689,TX
1,2022-10-20 05:00:00,Cloudy,0.93,0.41,Night,26.259908,-120.180627,NC
4,2022-10-20 06:00:00,Fog,4.16,1.09,Night,30.296373,-85.005143,OH
3,2022-10-20 07:00:00,Rain,3.76,0.36,Night,25.141209,-71.416604,MI
3,2022-10-20 08:00:00,Fog,8.26,1.67,Night,34.25683,-114.426925,MI
1,2022-10-20 09:00:00,Thunderstorm,9.69,1.55,Day,45.406269,-111.010058,NC
2,2022-10-20 10:00:00,Snow,4.88,1.51,Day,48.580155,-99.824301,NY
2,2022-10-20 11:00:00,Fog,8.34,1.63,Day,41.026143,-107.623912,NY
4,2022-10-20 12:00:00,Rain,7.15,0.44,Night,42.8768,-80.217045,IL
4,2022-10-20 13:00:00,Cloudy,9.69,1.46,Day,31.30599,-105.048951,TX
3,2022-10-20 14:00:00,Clear,8.21,0.71,Night,37.487985,-66.835703,MI
1,2022-10-20 15:00:00,Fog,1.24,1.33,Day,42.67787,-74.331553,CA
3,2022-10-20 16:00:00,Clear,7.28,0.24,Night,36.93462,-72.174696,MI
4,2022-10-20 17:00:00,Thunderstorm,5.59,1.41,Night,27.125113,-121.243807,FL
1,2022-10-20 18:00:00,Fog,0.66,1.94,Day,42.780741,-114.597801,PA
1,2022-10-20 19:00:00,Fog,2.89,0.09,Night,30.269545,-115.007264,TX
4,2022-10-20 20:00:00,Cloudy,9.26,0.19,Day,27.344744,-85.354086,NC
2,2022-10-20 21:00:00,Snow,9.3,0.25,Day,36.473391,-124.297229,CA
2,2022-10-20 22:00:00,Rain,8.09,0.86,Night,26.790618,-77.420854,FL
1,2022-10-20 23:00:00,Rain,9.83,0.58,Day,40.106648,-92.724285,PA
3,2022-10-21 00:00:00,Rain,8.16,1.61,Night,40.371358,-91.587531,CA
2,2022-10-21 01:00:00,Thunderstorm,0.6,0.95,Night,31.160847,-93.297151,NY
3,2022-10-21 02:00:00,Snow,3.23,0.97,Day,48.148826,-93.414593,MI
2,2022-10-21 03:00:00,Clear,0.79,1.43,Night,44.786838,-113.324722,CA
2,2022-10-21 04:00:00,Rain,1.39,0.72,Night,27.630087,-108.292396,OH
3,2022-10-21 05:00:00,Clear,2.58,0.71,Day,42.964291,-96.23057,CA
4,2022-10-21 06:00:00,Snow,5.28,1.51,Night,33.473793,-85.007175,FL
2,2022-10-21 07:00:00,Thunderstorm,8.55,1.56,Night,43.006925,-108.954728,NY
2,2022-10-21 08:00:00,Snow,8.69,0.03,Night,44.219075,-77.438039,NY
3,2022-10-21 09:00:00,Cloudy,6.35,0.29,Night,28.633073,-77.175003,OH
4,2022-10-21 10:00:00,Rain,9.32,0.43,Day,40.884208,-108.841115,PA
2,2022-10-21 11:00:00,Thunderstorm,5.25,0.7,Day,45.705519,-91.956184,GA
2,2022-10-21 12:00:00,Cloudy,8.95,0.58,Day,32.760967,-104.413552,FL
4,2022-10-21 13:00:00,Rain,4.81,1.34,Day,26.927879,-113.749542,GA
2,2022-10-21 14:00:00,Snow,3.13,1.66,Day,25.65442,-77.446003,NC
4,2022-10-21 15:00:00,Snow,9.21,0.38,Day,27.640023,-66.502608,NC
4,2022-10-21 16:00:00,Fog,4.19,1.13,Night,25.100942,-91.622568,NC
3,2022-10-21 17:00:00,Fog,5.28,0.74,Night,32.846703,-71.077144,CA
1,2022-10-21 18:00:00,Snow,3.62,1.01,Night,32.183886,-87.11204,NC
4,2022-10-21 19:00:00,Snow,6.8,1.24,Night,27.64819,-91.622302,GA
3,2022-10-21 20:00:00,Clear,9.95,1.79,Night,40.626829,-96.671452,TX
1,2022-10-21 21:00:00,Clear,0.74,0.38,Day,48.805753,-111.092817,FL
2,2022-10-21 22:00:00,Cloudy,9.05,0.17,Day,46.622234,-120.028939,OH
1,2022-10-21 23:00:00,Fog,0.54,1.25,Night,31.068414,-98.902181,FL
4,2022-10-22 00:00:00,Fog,3.96,0.79,Day,43.479559,-91.882715,TX
4,2022-10-22 01:00:00,Snow,2.1,0.33,Day,47.484718,-94.94247,NY
4,2022-10-22 02:00:00,Snow,7.69,0.23,Day,46.752742,-83.961333,NC
4,2022-10-22 03:00:00,Cloudy,0.98,1.12,Day,46.229189,-113.666172,TX
4,2022-10-22 04:00:00,Thunderstorm,5.76,0.6,Day,43.874812,-104.102024,CA
3,2022-10-22 05:00:00,Thunderstorm,3.3,1.99,Night,32.031795,-100.481531,MI
4,2022-10-22 06:00:00,Thunderstorm,1.77,0.81,Night,27.005514,-113.995125,OH
3,2022-10-22 07:00:00,Fog,7.83,0.42,Day,36.707664,-71.518611,CA
2,2022-10-22 08:00:00,Clear,2.57,1.26,Day,26.314987,-84.790824,IL
4,2022-10-22 09:00:00,Thunderstorm,2.62,0.49,Day,48.963368,-119.580122,PA
4,2022-10-22 10:00:00,Rain,3.11,0.99,Night,33.599432,-82.944916,GA
1,2022-10-22 11:00:00,Cloudy,6.07,0.97,Day,48.000158,-92.680531,FL
2,2022-10-22 12:00:00,Thunderstorm,6.77,0.91,Day,43.554904,-94.087512,FL
4,2022-10-22 13:00:00,Rain,0.67,1.59,Day,34.870983,-66.602639,CA
4,2022-10-22 14:00:00,Thunderstorm,2.8,0.43,Day,27.839474,-88.526152,NY
2,2022-10-22 15:00:00,Clear,4.59,1.81,Night,30.692634,-72.093037,MI
3,2022-10-22 16:00:00,Clear,3.65,1.58,Night,41.15307,-71.100613,MI
4,2022-10-22 17:00:00,Thunderstorm,8.9,0.67,Day,44.918445,-119.016301,IL
1,2022-10-22 18:00:00,Rain,7.98,0.36,Night,48.506572,-124.506627,PA
4,2022-10-22 19:00:00,Cloudy,6.45,0.56,Day,28.171892,-99.319252,OH
1,2022-10-22 20:00:00,Rain,3.71,0.67,Night,28.742736,-79.612186,MI
1,2022-10-22 21:00:00,Cloudy,7.16,1.11,Day,26.018547,-76.372439,CA
4,2022-10-22 22:00:00,Thunderstorm,8.51,0.09,Night,31.248749,-78.537851,FL
4,2022-10-22 23:00:00,Cloudy,6.15,1.83,Day,44.705619,-98.61001,NY
1,2022-10-23 00:00:00,Snow,7.95,0.2,Day,29.758165,-80.752117,IL
2,2022-10-23 01:00:00,Fog,7.62,0.56,Day,38.148754,-82.592185,NY
2,2022-10-23 02:00:00,Fog,5.93,0.22,Day,35.713773,-106.484664,OH
4,2022-10-23 03:00:00,Clear,3.47,0.51,Night,32.81983,-115.045487,MI
3,2022-10-23 04:00:00,Snow,7.58,1.68,Night,39.840314,-88.336296,MI
2,2022-10-23 05:00:00,Fog,2.46,1.23,Night,37.055819,-85.051903,FL
4,2022-10-23 06:00:00,Thunderstorm,7.91,0.45,Night,33.034316,-91.489729,GA
2,2022-10-23 07:00:00,Cloudy,8.14,1.74,Day,41.532421,-112.422407,OH
3,2022-10-23 08:00:00,Cloudy,8.31,1.6,Night,31.719237,-108.676274,FL
4,2022-10-23 09:00:00,Rain,4.99,1.51,Night,40.4364,-83.19931,NC
3,2022-10-23 10:00:00,Rain,2.33,1.7,Night,47.973901,-68.205281,MI
4,2022-10-23 11:00:00,Cloudy,1.45,1.24,Night,42.494848,-69.2547,PA
3,2022-10-23 12:00:00,Thunderstorm,7.56,1.0,Day,35.041589,-94.340169,TX
2,2022-10-23 13:00:00,Cloudy,8.92,0.75,Day,42.941424,-72.692991,NC
2,2022-10-23 14:00:00,Rain,6.68,0.45,Night,44.421804,-123.262379,GA
3,2022-10-23 15:00:00,Fog,1.87,1.11,Night,32.820171,-74.192025,GA
3,2022-10-23 16:00:00,Clear,9.38,1.78,Day,41.923173,-96.907101,CA
3,2022-10-23 17:00:00,Rain,9.9,1.19,Day,35.425509,-78.889887,NY
4,2022-10-23 18:00:00,Thunderstorm,4.62,1.84,Night,44.64454,-124.670608,OH
2,2022-10-23 19:00:00,Fog,6.15,0.71,Night,32.089062,-73.754914,IL
4,2022-10-23 20:00:00,Fog,7.88,1.39,Night,47.506232,-89.896202,NC
2,2022-10-23 21:00:00,Fog,7.5,1.3,Night,38.794886,-110.826407,GA
1,2022-10-23 22:00:00,Snow,9.69,1.34,Day,33.47928,-104.4985,NC
4,2022-10-23 23:00:00,Snow,1.59,1.29,Day,35.06491,-113.160701,NY
2,2022-10-24 00:00:00,Fog,6.02,0.44,Day,33.347167,-99.96006,GA
2,2022-10-24 01:00:00,Thunderstorm,7.07,0.29,Day,28.509912,-105.529644,IL
4,2022-10-24 02:00:00,Cloudy,8.96,1.96,Day,26.643818,-93.464313,NC
4,2022-10-24 03:00:00,Thunderstorm,8.8,0.09,Day,32.722689,-76.927718,MI
2,2022-10-24 04:00:00,Snow,9.79,0.94,Night,36.008571,-67.045759,CA
4,2022-10-24 05:00:00,Rain,5.36,0.85,Day,33.683607,-110.163999,IL
3,2022-10-24 06:00:00,Snow,8.39,0.72,Night,25.334068,-118.716013,MI
4,2022-10-24 07:00:00,Cloudy,4.56,1.56,Day,38.89615,-101.655632,MI
4,2022-10-24 08:00:00,Clear,4.51,1.49,Night,28.475596,-116.530298,TX
4,2022-10-24 09:00:00,Snow,2.91,1.81,Day,30.064127,-75.779828,FL
2,2022-10-24 10:00:00,Thunderstorm,8.27,0.79,Day,27.897965,-95.433632,NC
3,2022-10-24 11:00:00,Thunderstorm,9.87,1.13,Night,37.490386,-88.422219,PA
1,2022-10-24 12:00:00,Fog,2.94,1.78,Night,27.283823,-116.113859,PA
1,2022-10-24 13:00:00,Fog,1.03,1.99,Night,31.152574,-80.77308,CA
3,2022-10-24 14:00:00,Fog,8.25,1.94,Night,35.841009,-67.558673,MI
3,2022-10-24 15:00:00,Clear,6.39,1.44,Day,29.025013,-96.53927,TX
3,2022-10-24 16:00:00,Cloudy,9.62,0.29,Day,35.709793,-68.215019,NC
2,2022-10-24 17:00:00,Rain,2.9,0.05,Day,33.225643,-122.95175,OH
1,2022-10-24 18:00:00,Thunderstorm,1.17,1.65,Day,45.654332,-122.89236,NY
3,2022-10-24 19:00:00,Thunderstorm,5.18,1.68,Day,44.077677,-68.359238,OH
2,2022-10-24 20:00:00,Cloudy,1.31,1.49,Night,48.82851,-83.68433,MI
1,2022-10-24 21:00:00,Clear,2.99,0.56,Day,37.693882,-113.867306,TX
4,2022-10-24 22:00:00,Fog,1.7,1.28,Day,38.80953,-103.531387,PA
2,2022-10-24 23:00:00,Cloudy,2.63,0.63,Night,47.7195,-95.042569,NC
1,2022-10-25 00:00:00,Rain,1.51,0.9,Day,34.590213,-83.544374,TX
2,2022-10-25 01:00:00,Fog,9.56,0.76,Night,38.336384,-75.320433,FL
1,2022-10-25 02:00:00,Rain,3.15,1.83,Day,34.098052,-120.123272,PA
1,2022-10-25 03:00:00,Snow,4.72,0.47,Day,38.100657,-86.262127,PA
4,2022-10-25 04:00:00,Rain,9.04,1.16,Day,26.938394,-96.874027,GA
2,2022-10-25 05:00:00,Fog,6.93,0.72,Night,43.811058,-89.740286,OH
3,2022-10-25 06:00:00,Snow,6.37,1.33,Night,48.646719,-94.996635,FL
4,2022-10-25 07:00:00,Fog,7.2,1.13,Night,26.57777,-98.40911,PA
4,2022-10-25 08:00:00,Thunderstorm,8.37,1.85,Day,44.224954,-112.874745,GA
1,2022-10-25 09:00:00,Fog,8.84,0.2,Night,30.801635,-97.132181,PA
3,2022-10-25 10:00:00,Snow,6.61,0.44,Day,29.741129,-113.810347,TX
2,2022-10-25 11:00:00,Rain,8.96,1.53,Day,41.64089,-122.367922,MI
3,2022-10-25 12:00:00,Thunderstorm,5.59,0.74,Night,26.059174,-102.944355,TX
3,2022-10-25 13:00:00,Clear,3.13,0.33,Night,36.117744,-123.527611,CA
3,2022-10-25 14:00:00,Clear,8.86,1.01,Night,25.034667,-91.809847,IL
3,2022-10-25 15:00:00,Clear,5.64,1.3,Day,38.305457,-120.728845,CA
3,2022-10-25 16:00:00,Clear,9.11,0.09,Night,36.08996,-99.184335,GA
1,2022-10-25 17:00:00,Cloudy,0.88,0.58,Day,46.971583,-67.171573,CA
1,2022-10-25 18:00:00,Clear,4.28,1.62,Day,42.286526,-124.41699,GA
4,2022-10-25 19:00:00,Snow,9.5,1.04,Night,28.024148,-103.355581,IL
1,2022-10-25 20:00:00,Clear,2.87,0.07,Day,33.508959,-85.277491,NC
4,2022-10-25 21:00:00,Fog,9.44,0.56,Night,47.357914,-115.623903,FL
4,2022-10-25 22:00:00,Clear,9.56,1.28,Day,42.40802,-91.916715,OH
2,2022-10-25 23:00:00,Rain,8.88,0.4,Day,39.262603,-109.766769,TX
3,2022-10-26 00:00:00,Snow,5.85,1.65,Day,38.417718,-111.856647,PA
1,2022-10-26 01:00:00,Snow,6.65,1.35,Night,34.554363,-72.195971,CA
2,2022-10-26 02:00:00,Thunderstorm,8.76,0.94,Day,39.044835,-113.006452,PA
1,2022-10-26 03:00:00,Cloudy,7.87,1.83,Day,43.519946,-102.783449,GA
4,2022-10-26 04:00:00,Fog,6.49,0.78,Day,28.060904,-114.993747,MI
1,2022-10-26 05:00:00,Snow,9.83,0.47,Night,48.275935,-108.250623,FL
3,2022-10-26 06:00:00,Rain,7.01,1.32,Day,30.744757,-107.706706,IL
4,2022-10-26 07:00:00,Clear,9.77,1.15,Day,35.745824,-105.720392,NY
4,2022-10-26 08:00:00,Snow,1.05,0.67,Night,25.545175,-87.177051,GA
2,2022-10-26 09:00:00,Rain,1.82,0.69,Day,38.208302,-81.187028,TX
3,2022-10-26 10:00:00,Clear,4.79,0.8,Night,34.164804,-94.870487,PA
4,2022-10-26 11:00:00,Cloudy,4.16,0.58,Night,30.994141,-88.981917,IL
3,2022-10-26 12:00:00,Snow,7.94,1.42,Night,48.652582,-77.017144,GA
1,2022-10-26 13:00:00,Snow,2.03,1.3,Day,35.275387,-66.025921,TX
3,2022-10-26 14:00:00,Rain,9.77,0.88,Day,34.943113,-98.066147,NC
4,2022-10-26 15:00:00,Thunderstorm,3.49,0.8,Day,36.114478,-69.750365,OH
2,2022-10-26 16:00:00,Fog,4.57,0.73,Day,27.787691,-96.068165,MI
4,2022-10-26 17:00:00,Cloudy,3.11,0.57,Day,34.434307,-78.862015,NY
3,2022-10-26 18:00:00,Fog,6.0,0.17,Day,33.073702,-91.17984,MI
3,2022-10-26 19:00:00,Snow,1.06,0.54,Night,36.162987,-72.841686,TX
4,2022-10-26 20:00:00,Fog,1.92,0.64,Night,45.558908,-98.526511,GA
3,2022-10-26 21:00:00,Clear,7.59,1.1,Night,29.626849,-83.946915,TX
1,2022-10-26 22:00:00,Cloudy,2.27,1.55,Day,39.585744,-97.487402,TX
4,2022-10-26 23:00:00,Fog,2.74,0.79,Night,25.90329,-74.435383,NC
2,2022-10-27 00:00:00,Clear,8.03,1.89,Night,32.60302,-66.332248,NY
4,2022-10-27 01:00:00,Rain,1.39,1.65,Day,36.343783,-110.644415,OH
1,2022-10-27 02:00:00,Fog,4.66,1.97,Day,26.7827,-97.014001,MI
1,2022-10-27 03:00:00,Cloudy,0.72,1.75,Night,38.05523,-120.205856,NY
1,2022-10-27 04:00:00,Clear,3.79,1.23,Night,32.447815,-116.681269,PA
1,2022-10-27 05:00:00,Fog,7.14,1.2,Day,48.82744,-70.180139,CA
1,2022-10-27 06:00:00,Rain,1.36,0.26,Night,40.143268,-92.926787,MI
2,2022-10-27 07:00:00,Fog,8.94,1.44,Night,30.860205,-101.688155,CA
3,2022-10-27 08:00:00,Clear,9.14,1.2,Day,27.464158,-85.382531,MI
1,2022-10-27 09:00:00,Fog,1.5,1.01,Night,25.977275,-91.950484,MI
1,2022-10-27 10:00:00,Cloudy,9.91,1.39,Day,27.178558,-107.965654,FL
4,2022-10-27 11:00:00,Snow,3.33,0.89,Day,41.321429,-111.629744,IL
2,2022-10-27 12:00:00,Clear,1.3,1.05,Night,45.519815,-90.175855,CA
2,2022-10-27 13:00:00,Clear,0.55,0.8,Night,28.761595,-113.892335,NY
3,2022-10-27 14:00:00,Clear,4.38,1.43,Day,34.651227,-116.788846,NC
2,2022-10-27 15:00:00,Clear,6.48,1.75,Day,33.501648,-106.215134,TX
4,2022-10-27 16:00:00,Fog,3.66,1.68,Night,40.468434,-74.180877,TX
4,2022-10-27 17:00:00,Cloudy,8.45,1.57,Day,29.384269,-122.827653,TX
3,2022-10-27 18:00:00,Rain,7.31,0.03,Night,47.879663,-75.837291,MI
4,2022-10-27 19:00:00,Cloudy,3.83,1.82,Night,42.485353,-88.362544,MI
1,2022-10-27 20:00:00,Clear,7.48,0.55,Day,47.921725,-122.618007,OH
1,2022-10-27 21:00:00,Thunderstorm,9.43,1.78,Night,31.656862,-89.479704,OH
4,2022-10-27 22:00:00,Fog,1.38,0.39,Night,39.105175,-99.864855,IL
3,2022-10-27 23:00:00,Thunderstorm,3.41,0.88,Day,42.57443,-75.373471,TX
2,2022-10-28 00:00:00,Fog,4.9,1.5,Night,42.062949,-71.475276,PA
3,2022-10-28 01:00:00,Clear,5.23,1.28,Day,25.512306,-108.096903,IL
2,2022-10-28 02:00:00,Fog,5.65,0.83,Day,48.95894,-78.733969,IL
4,2022-10-28 03:00:00,Clear,3.36,1.36,Night,47.273439,-106.721633,MI
4,2022-10-28 04:00:00,Cloudy,6.84,1.1,Day,27.87405,-107.557508,IL
1,2022-10-28 05:00:00,Snow,6.63,0.55,Day,38.045603,-113.634338,IL
2,2022-10-28 06:00:00,Fog,5.99,1.29,Night,32.549355,-84.969147,CA
3,2022-10-28 07:00:00,Clear,1.58,0.41,Night,46.093456,-109.560557,NY
4,2022-10-28 08:00:00,Thunderstorm,5.03,1.39,Night,41.740471,-97.573358,CA
3,2022-10-28 09:00:00,Clear,3.88,0.01,Night,30.364412,-77.084443,FL
1,2022-10-28 10:00:00,Thunderstorm,5.16,1.1,Day,25.812667,-78.277142,TX
2,2022-10-28 11:00:00,Fog,9.26,0.8,Day,32.001803,-74.528886,TX
2,2022-10-28 12:00:00,Rain,5.07,0.61,Day,25.915295,-115.497194,IL
4,2022-10-28 13:00:00,Thunderstorm,0.63,1.03,Night,28.391457,-90.373327,CA
2,2022-10-28 14:00:00,Clear,4.67,1.29,Day,40.267313,-71.024449,NY
4,2022-10-28 15:00:00,Fog,8.3,1.93,Night,42.882042,-122.519045,NC
1,2022-10-28 16:00:00,Clear,7.91,1.67,Night,36.232406,-78.12292,FL
2,2022-10-28 17:00:00,Rain,5.38,1.43,Night,39.406909,-110.472004,GA
4,2022-10-28 18:00:00,Snow,2.87,0.96,Day,28.741241,-85.490438,NC
3,2022-10-28 19:00:00,Rain,4.92,0.78,Day,32.603084,-82.673102,TX
4,2022-10-28 20:00:00,Cloudy,5.86,0.07,Night,42.109212,-70.390476,PA
2,2022-10-28 21:00:00,Fog,10.0,0.72,Night,33.757387,-94.980834,IL
1,2022-10-28 22:00:00,Rain,6.62,1.7,Night,33.371469,-74.954365,PA
2,2022-10-28 23:00:00,Snow,7.1,0.77,Night,29.655823,-122.326237,IL
2,2022-10-29 00:00:00,Clear,5.17,0.92,Day,39.275797,-100.187976,PA
4,2022-10-29 01:00:00,Fog,3.87,0.54,Day,44.428927,-99.068383,OH
3,2022-10-29 02:00:00,Thunderstorm,8.22,0.55,Night,36.266681,-93.24157,PA
2,2022-10-29 03:00:00,Rain,5.2,0.12,Day,27.772942,-96.600912,PA
3,2022-10-29 04:00:00,Snow,9.95,1.23,Night,45.120818,-67.89027,OH
4,2022-10-29 05:00:00,Rain,4.84,0.9,Night,26.713531,-120.366165,FL
3,2022-10-29 06:00:00,Cloudy,1.15,1.21,Night,36.321457,-109.364017,MI
4,2022-10-29 07:00:00,Fog,6.98,1.09,Night,31.265856,-67.850902,OH
